Customer_ID,Amount,City,IP_Address,Merchant
2570,476,Chennai,192.168.1.1,Swiggy
1960,1577,Bangalore,172.16.5.4,Swiggy
4810,2844,Bangalore,192.168.1.1,Myntra
3660,3234,Delhi,10.0.0.5,Flipkart
2485,1956,Mumbai,100.45.21.3,Zomato
3690,2669,Mumbai,10.0.0.5,Myntra
4840,2623,Mumbai,45.67.12.5,Amazon
2028,136,Bangalore,172.16.5.4,Flipkart
4289,3617,Hyderabad,45.67.12.5,Myntra
1502,442,Hyderabad,172.16.5.4,Swiggy
3814,805,Hyderabad,172.16.5.4,Zomato
1397,4363,Delhi,100.45.21.3,Amazon
1870,1494,Delhi,45.67.12.5,Myntra
3842,832,Bangalore,10.0.0.5,Myntra
1392,4691,Chennai,172.16.5.4,Zomato
1206,2123,Bangalore,100.45.21.3,Myntra
2038,540,Chennai,192.168.1.1,Swiggy
2881,4039,Hyderabad,100.45.21.3,Myntra
4625,3518,Chennai,45.67.12.5,Flipkart
3939,1098,Chennai,192.168.1.1,Flipkart
2484,248,Chennai,45.67.12.5,Zomato
4762,420,Mumbai,45.67.12.5,Swiggy
4646,4236,Bangalore,192.168.1.1,Zomato
1863,448,Delhi,10.0.0.5,Flipkart
3790,509,Mumbai,192.168.1.1,Swiggy
4312,2654,Hyderabad,192.168.1.1,Zomato
1563,3296,Mumbai,192.168.1.1,Swiggy
2020,4718,Bangalore,45.67.12.5,Flipkart
1095,1343,Delhi,192.168.1.1,Zomato
2923,2809,Chennai,10.0.0.5,Myntra
2757,2441,Hyderabad,45.67.12.5,Flipkart
3532,3709,Hyderabad,45.67.12.5,Flipkart
4478,1248,Chennai,192.168.1.1,Zomato
3278,519,Delhi,100.45.21.3,Zomato
3796,4984,Delhi,10.0.0.5,Myntra
2678,2014,Bangalore,192.168.1.1,Flipkart
4242,2635,Hyderabad,172.16.5.4,Myntra
1540,2327,Bangalore,45.67.12.5,Swiggy
2059,1779,Chennai,100.45.21.3,Myntra
3572,1223,Hyderabad,45.67.12.5,Zomato
2183,2724,Chennai,45.67.12.5,Zomato
4910,215,Chennai,192.168.1.1,Swiggy
2722,2779,Mumbai,10.0.0.5,Amazon
4314,1741,Hyderabad,10.0.0.5,Amazon
4157,2672,Delhi,10.0.0.5,Zomato
2819,4388,Mumbai,10.0.0.5,Swiggy
3625,2465,Mumbai,100.45.21.3,Swiggy
3729,676,Mumbai,45.67.12.5,Amazon
3604,2355,Bangalore,100.45.21.3,Zomato
2597,3456,Hyderabad,10.0.0.5,Flipkart
4060,1181,Bangalore,172.16.5.4,Flipkart
3693,4005,Delhi,100.45.21.3,Amazon
1795,1694,Delhi,100.45.21.3,Swiggy
2051,2344,Hyderabad,100.45.21.3,Myntra
2643,4323,Hyderabad,45.67.12.5,Zomato
4627,3267,Mumbai,172.16.5.4,Zomato
2363,2135,Hyderabad,10.0.0.5,Myntra
4869,4537,Hyderabad,172.16.5.4,Flipkart
2981,4737,Mumbai,192.168.1.1,Amazon
2354,2891,Delhi,100.45.21.3,Myntra
2663,980,Hyderabad,10.0.0.5,Amazon
2529,4266,Bangalore,172.16.5.4,Swiggy
3038,386,Delhi,192.168.1.1,Swiggy
4419,2781,Delhi,100.45.21.3,Zomato
2496,2232,Chennai,192.168.1.1,Flipkart
4302,1309,Bangalore,100.45.21.3,Myntra
3237,1108,Hyderabad,45.67.12.5,Flipkart
4296,3498,Bangalore,45.67.12.5,Zomato
2408,2466,Mumbai,172.16.5.4,Amazon
2400,103,Hyderabad,45.67.12.5,Swiggy
2306,1202,Delhi,10.0.0.5,Flipkart
3680,4426,Delhi,10.0.0.5,Swiggy
3675,4394,Hyderabad,192.168.1.1,Zomato
1972,1856,Bangalore,45.67.12.5,Amazon
2768,636,Hyderabad,172.16.5.4,Flipkart
2282,4502,Hyderabad,45.67.12.5,Flipkart
4430,536,Hyderabad,100.45.21.3,Amazon
1709,1758,Delhi,192.168.1.1,Swiggy
2479,4056,Chennai,45.67.12.5,Flipkart
2434,4677,Bangalore,192.168.1.1,Myntra
1648,3080,Hyderabad,45.67.12.5,Flipkart
1317,4352,Chennai,172.16.5.4,Amazon
4748,1940,Bangalore,100.45.21.3,Flipkart
4296,4430,Bangalore,45.67.12.5,Myntra
4890,1861,Hyderabad,172.16.5.4,Swiggy
2257,987,Bangalore,10.0.0.5,Swiggy
1683,1920,Chennai,172.16.5.4,Flipkart
1663,2081,Mumbai,45.67.12.5,Flipkart
2998,2921,Hyderabad,192.168.1.1,Flipkart
4898,932,Hyderabad,10.0.0.5,Zomato
4445,2058,Bangalore,192.168.1.1,Zomato
4743,3686,Mumbai,10.0.0.5,Swiggy
2631,2607,Chennai,10.0.0.5,Swiggy
2495,4971,Delhi,10.0.0.5,Myntra
4304,3913,Mumbai,45.67.12.5,Swiggy
4763,110,Bangalore,172.16.5.4,Zomato
2136,2186,Chennai,192.168.1.1,Amazon
2853,2067,Bangalore,10.0.0.5,Flipkart
2520,3199,Hyderabad,45.67.12.5,Myntra
3489,3861,Bangalore,100.45.21.3,Flipkart
1563,119,Hyderabad,192.168.1.1,Amazon
2291,4830,Delhi,172.16.5.4,Myntra
4581,2721,Bangalore,45.67.12.5,Amazon
4878,1645,Chennai,100.45.21.3,Myntra
4457,1304,Bangalore,172.16.5.4,Swiggy
4458,2563,Hyderabad,172.16.5.4,Amazon
4184,1071,Chennai,192.168.1.1,Amazon
2636,4577,Delhi,45.67.12.5,Amazon
4696,4419,Chennai,192.168.1.1,Swiggy
3999,3226,Bangalore,45.67.12.5,Zomato
4152,282,Chennai,192.168.1.1,Swiggy
1698,1237,Hyderabad,172.16.5.4,Amazon
3160,4948,Mumbai,172.16.5.4,Swiggy
1001,4855,Mumbai,10.0.0.5,Swiggy
1641,898,Delhi,45.67.12.5,Amazon
3267,1679,Delhi,100.45.21.3,Flipkart
2589,1700,Chennai,10.0.0.5,Swiggy
1854,1921,Delhi,10.0.0.5,Swiggy
2759,2351,Bangalore,45.67.12.5,Flipkart
4296,741,Chennai,192.168.1.1,Amazon
3432,57,Hyderabad,172.16.5.4,Amazon
4474,2132,Hyderabad,172.16.5.4,Zomato
2661,4947,Hyderabad,192.168.1.1,Flipkart
2153,1211,Chennai,45.67.12.5,Flipkart
2076,1753,Bangalore,192.168.1.1,Swiggy
2707,3429,Chennai,10.0.0.5,Swiggy
3777,189,Bangalore,10.0.0.5,Swiggy
2695,3482,Chennai,172.16.5.4,Zomato
2733,2252,Hyderabad,172.16.5.4,Myntra
2439,708,Bangalore,10.0.0.5,Zomato
3294,4458,Chennai,172.16.5.4,Flipkart
1835,4711,Delhi,172.16.5.4,Swiggy
4510,3487,Mumbai,10.0.0.5,Swiggy
1202,2798,Bangalore,100.45.21.3,Amazon
4255,451,Hyderabad,192.168.1.1,Swiggy
1122,901,Chennai,10.0.0.5,Swiggy
1400,2758,Chennai,45.67.12.5,Flipkart
1766,3918,Bangalore,100.45.21.3,Amazon
1293,3228,Mumbai,10.0.0.5,Flipkart
3327,832,Mumbai,172.16.5.4,Myntra
4908,392,Hyderabad,45.67.12.5,Amazon
3931,1836,Bangalore,100.45.21.3,Swiggy
4681,2953,Hyderabad,100.45.21.3,Zomato
1197,4721,Bangalore,10.0.0.5,Flipkart
4029,831,Mumbai,172.16.5.4,Zomato
2930,3798,Hyderabad,45.67.12.5,Myntra
4582,1388,Bangalore,192.168.1.1,Swiggy
3799,3846,Hyderabad,192.168.1.1,Myntra
3191,2920,Delhi,192.168.1.1,Amazon
1608,741,Hyderabad,10.0.0.5,Zomato
4272,3928,Bangalore,172.16.5.4,Zomato
2147,3966,Delhi,172.16.5.4,Amazon
1186,708,Mumbai,100.45.21.3,Myntra
4397,233,Delhi,45.67.12.5,Zomato
3511,1253,Mumbai,172.16.5.4,Flipkart
4420,2194,Chennai,192.168.1.1,Zomato
2794,1753,Hyderabad,45.67.12.5,Amazon
1659,4481,Chennai,172.16.5.4,Myntra
3811,3302,Hyderabad,192.168.1.1,Flipkart
4002,452,Mumbai,45.67.12.5,Amazon
2955,285,Mumbai,192.168.1.1,Zomato
3450,655,Mumbai,10.0.0.5,Amazon
2369,272,Hyderabad,192.168.1.1,Amazon
2986,4060,Delhi,10.0.0.5,Amazon
2534,672,Bangalore,192.168.1.1,Flipkart
1146,3384,Bangalore,10.0.0.5,Flipkart
4219,1883,Delhi,10.0.0.5,Swiggy
3911,2159,Mumbai,172.16.5.4,Zomato
2734,1302,Chennai,100.45.21.3,Myntra
2843,288,Chennai,45.67.12.5,Flipkart
1488,3891,Delhi,192.168.1.1,Amazon
3976,1623,Delhi,45.67.12.5,Zomato
2959,4752,Hyderabad,192.168.1.1,Zomato
2663,2482,Hyderabad,192.168.1.1,Amazon
3598,1214,Chennai,100.45.21.3,Zomato
3385,4717,Mumbai,45.67.12.5,Swiggy
3919,1026,Mumbai,100.45.21.3,Swiggy
1640,1009,Chennai,10.0.0.5,Myntra
2802,3228,Chennai,172.16.5.4,Zomato
3520,2384,Hyderabad,192.168.1.1,Flipkart
2969,4136,Chennai,192.168.1.1,Myntra
3198,3474,Hyderabad,10.0.0.5,Swiggy
2438,3334,Chennai,10.0.0.5,Zomato
4369,936,Mumbai,172.16.5.4,Myntra
2634,743,Delhi,100.45.21.3,Amazon
1262,230,Delhi,192.168.1.1,Myntra
2787,1238,Mumbai,10.0.0.5,Flipkart
3191,3217,Mumbai,100.45.21.3,Swiggy
3393,3124,Mumbai,45.67.12.5,Amazon
1623,1562,Delhi,172.16.5.4,Myntra
2016,3326,Hyderabad,192.168.1.1,Zomato
4643,2492,Bangalore,172.16.5.4,Flipkart
1880,4443,Hyderabad,100.45.21.3,Zomato
3049,1239,Mumbai,45.67.12.5,Myntra
3944,3785,Delhi,192.168.1.1,Flipkart
2327,4026,Mumbai,172.16.5.4,Zomato
3301,3523,Bangalore,172.16.5.4,Zomato
4723,4128,Delhi,10.0.0.5,Flipkart
1452,2237,Bangalore,192.168.1.1,Swiggy
4108,3424,Chennai,192.168.1.1,Swiggy
2183,2847,Hyderabad,172.16.5.4,Zomato
4062,1284,Delhi,172.16.5.4,Flipkart
3056,1702,Hyderabad,10.0.0.5,Myntra
4304,59,Mumbai,100.45.21.3,Myntra
4170,3621,Chennai,172.16.5.4,Myntra
2682,4216,Bangalore,100.45.21.3,Zomato
3863,3752,Delhi,172.16.5.4,Myntra
3255,2357,Chennai,100.45.21.3,Flipkart
2154,4373,Delhi,45.67.12.5,Swiggy
1403,827,Delhi,172.16.5.4,Swiggy
3199,4525,Chennai,10.0.0.5,Myntra
3101,2429,Chennai,45.67.12.5,Flipkart
4191,975,Hyderabad,10.0.0.5,Swiggy
2696,3690,Hyderabad,100.45.21.3,Flipkart
4991,2514,Mumbai,192.168.1.1,Flipkart
1627,214,Chennai,172.16.5.4,Swiggy
1586,2947,Bangalore,172.16.5.4,Swiggy
2648,3317,Bangalore,172.16.5.4,Zomato
2443,4384,Mumbai,192.168.1.1,Swiggy
2445,2376,Bangalore,172.16.5.4,Flipkart
1103,4139,Mumbai,192.168.1.1,Swiggy
4923,2167,Hyderabad,192.168.1.1,Zomato
1253,1848,Bangalore,172.16.5.4,Zomato
4298,4164,Delhi,45.67.12.5,Zomato
4183,2335,Bangalore,192.168.1.1,Zomato
3557,3494,Bangalore,172.16.5.4,Myntra
2496,3436,Mumbai,100.45.21.3,Amazon
1098,2167,Hyderabad,192.168.1.1,Myntra
3200,247,Bangalore,192.168.1.1,Flipkart
2884,3383,Hyderabad,10.0.0.5,Zomato
3961,2941,Bangalore,172.16.5.4,Swiggy
2919,243,Mumbai,10.0.0.5,Amazon
1877,181,Hyderabad,192.168.1.1,Amazon
1337,1143,Mumbai,172.16.5.4,Myntra
4777,816,Hyderabad,192.168.1.1,Myntra
3869,3818,Mumbai,100.45.21.3,Amazon
4234,2843,Bangalore,192.168.1.1,Zomato
4791,1518,Chennai,10.0.0.5,Zomato
1956,2468,Mumbai,192.168.1.1,Zomato
2704,279,Bangalore,45.67.12.5,Myntra
1160,4900,Hyderabad,192.168.1.1,Myntra
2603,3694,Mumbai,45.67.12.5,Flipkart
3848,3449,Delhi,100.45.21.3,Zomato
1397,3334,Chennai,10.0.0.5,Swiggy
2300,2280,Bangalore,192.168.1.1,Flipkart
1815,2452,Delhi,100.45.21.3,Zomato
4987,4710,Mumbai,172.16.5.4,Amazon
2527,1668,Chennai,192.168.1.1,Zomato
2919,863,Bangalore,172.16.5.4,Flipkart
2415,3298,Bangalore,172.16.5.4,Myntra
2158,4596,Mumbai,192.168.1.1,Myntra
2218,536,Hyderabad,45.67.12.5,Amazon
1400,1740,Hyderabad,192.168.1.1,Myntra
1639,3370,Delhi,172.16.5.4,Flipkart
4104,2050,Chennai,172.16.5.4,Zomato
3735,4352,Bangalore,192.168.1.1,Flipkart
1459,1317,Mumbai,192.168.1.1,Myntra
1954,728,Chennai,100.45.21.3,Swiggy
4954,2311,Delhi,100.45.21.3,Amazon
1469,1157,Bangalore,45.67.12.5,Zomato
4446,3156,Delhi,192.168.1.1,Swiggy
2045,2912,Hyderabad,100.45.21.3,Zomato
3797,4214,Mumbai,100.45.21.3,Myntra
2693,2291,Hyderabad,10.0.0.5,Zomato
3085,2394,Delhi,100.45.21.3,Amazon
3277,606,Chennai,45.67.12.5,Myntra
4436,3397,Hyderabad,45.67.12.5,Flipkart
1562,1705,Hyderabad,172.16.5.4,Zomato
3485,1016,Chennai,10.0.0.5,Flipkart
2799,341,Delhi,172.16.5.4,Flipkart
4354,4748,Delhi,192.168.1.1,Amazon
3074,4471,Bangalore,10.0.0.5,Zomato
1225,1225,Chennai,100.45.21.3,Zomato
4348,725,Delhi,10.0.0.5,Amazon
1797,3333,Chennai,10.0.0.5,Swiggy
4680,230,Mumbai,192.168.1.1,Swiggy
3331,410,Bangalore,10.0.0.5,Amazon
3926,2521,Chennai,192.168.1.1,Myntra
1959,659,Hyderabad,172.16.5.4,Myntra
2504,379,Mumbai,45.67.12.5,Amazon
1452,1299,Delhi,45.67.12.5,Amazon
4067,4308,Bangalore,10.0.0.5,Swiggy
4900,1905,Delhi,172.16.5.4,Amazon
1815,862,Chennai,100.45.21.3,Flipkart
1658,542,Hyderabad,10.0.0.5,Swiggy
4587,1879,Chennai,10.0.0.5,Myntra
1546,520,Chennai,192.168.1.1,Zomato
2215,1430,Bangalore,192.168.1.1,Flipkart
4120,4486,Hyderabad,45.67.12.5,Flipkart
4583,2252,Hyderabad,45.67.12.5,Flipkart
1016,4905,Mumbai,45.67.12.5,Amazon
4243,3314,Delhi,100.45.21.3,Myntra
2243,2682,Mumbai,172.16.5.4,Flipkart
3205,3380,Hyderabad,100.45.21.3,Flipkart
3524,3351,Chennai,10.0.0.5,Zomato
2069,4371,Mumbai,45.67.12.5,Flipkart
4444,3343,Delhi,10.0.0.5,Zomato
3565,1089,Chennai,45.67.12.5,Swiggy
3146,3918,Hyderabad,100.45.21.3,Flipkart
4963,2039,Hyderabad,10.0.0.5,Zomato
2768,2815,Bangalore,172.16.5.4,Myntra
2060,2555,Hyderabad,172.16.5.4,Swiggy
3327,2313,Delhi,192.168.1.1,Myntra
4420,661,Delhi,10.0.0.5,Flipkart
3544,2633,Mumbai,172.16.5.4,Zomato
1301,1848,Delhi,172.16.5.4,Swiggy
1180,4578,Chennai,45.67.12.5,Amazon
1606,4385,Chennai,45.67.12.5,Swiggy
4170,4121,Bangalore,192.168.1.1,Myntra
1699,4961,Chennai,192.168.1.1,Amazon
1992,151,Mumbai,192.168.1.1,Amazon
2139,714,Mumbai,172.16.5.4,Myntra
1190,3164,Delhi,10.0.0.5,Flipkart
3300,1640,Hyderabad,192.168.1.1,Myntra
1980,2418,Chennai,10.0.0.5,Flipkart
3975,4558,Mumbai,172.16.5.4,Amazon
3006,977,Chennai,10.0.0.5,Swiggy
2184,4086,Chennai,10.0.0.5,Zomato
4327,4179,Delhi,45.67.12.5,Myntra
4394,1900,Delhi,100.45.21.3,Zomato
1127,494,Mumbai,45.67.12.5,Flipkart
3065,4325,Mumbai,45.67.12.5,Amazon
2816,1904,Hyderabad,100.45.21.3,Swiggy
2758,1739,Delhi,100.45.21.3,Zomato
3613,766,Mumbai,45.67.12.5,Zomato
1569,1018,Bangalore,100.45.21.3,Flipkart
2346,4457,Delhi,172.16.5.4,Flipkart
2895,4151,Delhi,45.67.12.5,Flipkart
3733,2645,Mumbai,45.67.12.5,Amazon
4863,687,Mumbai,10.0.0.5,Swiggy
1625,4603,Chennai,100.45.21.3,Amazon
4359,1814,Mumbai,45.67.12.5,Amazon
3901,2668,Delhi,192.168.1.1,Amazon
2686,3601,Mumbai,192.168.1.1,Flipkart
4009,2165,Bangalore,172.16.5.4,Zomato
4710,169,Delhi,172.16.5.4,Amazon
1154,897,Bangalore,10.0.0.5,Flipkart
3537,924,Hyderabad,10.0.0.5,Myntra
2409,3044,Chennai,45.67.12.5,Swiggy
1784,3107,Mumbai,10.0.0.5,Amazon
4175,3366,Bangalore,172.16.5.4,Myntra
4464,3701,Mumbai,192.168.1.1,Swiggy
4882,1914,Hyderabad,192.168.1.1,Swiggy
1245,1370,Delhi,10.0.0.5,Amazon
4247,1788,Delhi,172.16.5.4,Myntra
4110,4070,Hyderabad,172.16.5.4,Flipkart
2500,983,Chennai,45.67.12.5,Myntra
2705,2725,Mumbai,192.168.1.1,Zomato
3806,3726,Bangalore,192.168.1.1,Swiggy
1537,2711,Chennai,172.16.5.4,Zomato
2890,1421,Delhi,100.45.21.3,Zomato
2841,324,Bangalore,172.16.5.4,Amazon
1920,2727,Hyderabad,172.16.5.4,Flipkart
3455,3186,Chennai,172.16.5.4,Zomato
1524,118,Mumbai,45.67.12.5,Flipkart
3875,2824,Bangalore,10.0.0.5,Myntra
2529,4454,Bangalore,10.0.0.5,Swiggy
3950,2244,Delhi,172.16.5.4,Zomato
4896,627,Hyderabad,45.67.12.5,Flipkart
1035,4321,Delhi,192.168.1.1,Amazon
1684,2298,Mumbai,172.16.5.4,Zomato
1019,3457,Chennai,45.67.12.5,Flipkart
3368,3248,Hyderabad,172.16.5.4,Zomato
4847,1224,Chennai,10.0.0.5,Flipkart
3559,1234,Mumbai,10.0.0.5,Amazon
1399,279,Bangalore,10.0.0.5,Zomato
3701,1995,Hyderabad,192.168.1.1,Zomato
1971,4034,Hyderabad,192.168.1.1,Amazon
2906,1254,Hyderabad,100.45.21.3,Flipkart
3518,895,Hyderabad,192.168.1.1,Zomato
2166,3838,Hyderabad,10.0.0.5,Zomato
2115,476,Hyderabad,100.45.21.3,Zomato
4425,3203,Delhi,45.67.12.5,Zomato
1833,1477,Bangalore,100.45.21.3,Myntra
2823,527,Delhi,192.168.1.1,Zomato
3774,2004,Bangalore,100.45.21.3,Flipkart
2982,1106,Chennai,172.16.5.4,Zomato
1853,4895,Bangalore,100.45.21.3,Flipkart
1050,2690,Delhi,192.168.1.1,Flipkart
4736,2964,Mumbai,10.0.0.5,Myntra
4769,3581,Delhi,172.16.5.4,Myntra
1574,563,Mumbai,192.168.1.1,Flipkart
4261,3539,Mumbai,10.0.0.5,Swiggy
